record_id_document,document_symbol_found,lang_field,doc_url,date_document
556618.0,A/60/PV.2,English,https://digitallibrary.un.org/record/556618/files/A_60_PV.2-EN.pdf,2005-09-14
556542.0,S/PV.5261,English,https://digitallibrary.un.org/record/556542/files/S_PV.5261-EN.pdf,2005-09-14
556202.0,S/PV.5256,English,https://digitallibrary.un.org/record/556202/files/S_PV.5256-EN.pdf,2005-09-07
552953.0,S/PV.5225,English,https://digitallibrary.un.org/record/552953/files/S_PV-5225-EN.pdf,2005-07-12
556631.0,E/2005/SR.10,English,https://digitallibrary.un.org/record/556631/files/E_2005_SR.10-EN.pdf,2005-06-29
553254.0,A/59/PV.106,English,https://digitallibrary.un.org/record/553254/files/A_59_PV.106-EN.pdf,2005-06-27
550940.0,A/59/PV.99,English,https://digitallibrary.un.org/record/550940/files/A_59_PV.99-EN.pdf,2005-06-02
555130.0,E/2005/SR.5,English,https://digitallibrary.un.org/record/555130/files/E_2005_SR.5-EN.pdf,2005-04-18
544035.0,A/59/PV.83,English,https://digitallibrary.un.org/record/544035/files/A_59_PV.83-EN.pdf,2005-03-21
542280.0,S/PV.5131,English,https://digitallibrary.un.org/record/542280/files/S_PV.5131-EN.pdf,2005-02-25
541625.0,S/PV.5125,English,https://digitallibrary.un.org/record/541625/files/S_PV-5125-EN.pdf,2005-02-16
539718.0,A/S-28/PV.1,English,https://digitallibrary.un.org/record/539718/files/A_S-28_PV.1-EN.pdf,2005-01-24
539318.0,A/59/PV.77,English,https://digitallibrary.un.org/record/539318/files/A_59_PV.77-EN.pdf,2005-01-18
536710.0,A/59/PV.68,English,https://digitallibrary.un.org/record/536710/files/A_59_PV.68-EN.pdf,2004-12-08
536592.0,A/59/PV.67,English,https://digitallibrary.un.org/record/536592/files/A_59_PV.67-EN.pdf,2004-12-06
535177.0,S/PV.5080,English,https://digitallibrary.un.org/record/535177/files/S_PV.5080-EN.pdf,2004-11-18
