record_id,speaker,speaker_organization,document_symbol,date,sg_number,year,month,day,body,sub_body,doc_number,doc_type,add_part,file_prefix,file_name_pdf,record_id_document,document_symbol_found,lang_field,doc_url,date_document
733829,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.93,2011-12-24,8,2011,12,24,A,,66.0,PV.93,,A_2011_66_PV.93_,A_2011_66_PV.93_speeches.pdf,730980.0,A/66/PV.93,English,https://digitallibrary.un.org/record/730980/files/A_66_PV.93-EN.pdf,2011-12-24
717989,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6681,2011-12-13,8,2011,12,13,S,,,PV.6681,,S_2011_PV.6681_,S_2011_PV.6681_speeches.pdf,717739.0,S/PV.6681,English,https://digitallibrary.un.org/record/717739/files/S_PV.6681-EN.pdf,2011-12-13
717769,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6668,2011-11-23,8,2011,11,23,S,,,PV.6668,,S_2011_PV.6668_,S_2011_PV.6668_speeches.pdf,716616.0,S/PV.6668,English,https://digitallibrary.un.org/record/716616/files/S_PV.6668-EN.pdf,2011-11-23
717351,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6650,2011-11-09,8,2011,11,9,S,,,PV.6650,,S_2011_PV.6650_,S_2011_PV.6650_speeches.pdf,715482.0,S/PV.6650,English,https://digitallibrary.un.org/record/715482/files/S_PV.6650-EN.pdf,2011-11-09
717162,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6642,2011-10-28,8,2011,10,28,S,,,PV.6642,,S_2011_PV.6642_,S_2011_PV.6642_speeches.pdf,714584.0,S/PV.6642,English,https://digitallibrary.un.org/record/714584/files/S_PV.6642-EN.pdf,2011-10-28
734561,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/C.5/66/SR.13,2011-10-27,8,2011,10,27,A,C.5,66.0,SR.13,,A_2011_C.5_66_SR.13_,A_2011_C.5_66_SR.13_speeches.pdf,730925.0,A/C.5/66/SR.13,English,https://digitallibrary.un.org/record/730925/files/A_C.5_66_SR.13-EN.pdf,2011-10-27
717044,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6633,2011-10-19,8,2011,10,19,S,,,PV.6633,,S_2011_PV.6633_,S_2011_PV.6633_speeches.pdf,713659.0,S/PV.6633,English,https://digitallibrary.un.org/record/713659/files/S_PV.6633-EN.pdf,2011-10-19
722344,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.14,2011-09-22,8,2011,9,22,A,,66.0,PV.14,,A_2011_66_PV.14_,A_2011_66_PV.14_speeches.pdf,713884.0,A/66/PV.14,English,https://digitallibrary.un.org/record/713884/files/A_66_PV.14-EN.pdf,2011-09-22
716846,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6621,2011-09-22,8,2011,9,22,S,,,PV.6621,,S_2011_PV.6621_,S_2011_PV.6621_speeches.pdf,711407.0,S/PV.6621,English,https://digitallibrary.un.org/record/711407/files/S_PV.6621-EN.pdf,2011-09-22
723548,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.11,2011-09-21,8,2011,9,21,A,,66.0,PV.11,,A_2011_66_PV.11_,A_2011_66_PV.11_speeches.pdf,713441.0,A/66/PV.11,English,https://digitallibrary.un.org/record/713441/files/A_66_PV.11-EN.pdf,2011-09-21
722085,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.6,2011-09-20,8,2011,9,20,A,,66.0,PV.6,,A_2011_66_PV.6_,A_2011_66_PV.6_speeches.pdf,712975.0,A/66/PV.6,English,https://digitallibrary.un.org/record/712975/files/A_66_PV.6-EN.pdf,2011-09-20
721832,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.3,2011-09-19,8,2011,9,19,A,,66.0,PV.3,,A_2011_66_PV.3_,A_2011_66_PV.3_speeches.pdf,712844.0,A/66/PV.3,English,https://digitallibrary.un.org/record/712844/files/A_66_PV.3-EN.pdf,2011-09-19
720902,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.1,2011-09-13,8,2011,9,13,A,,66.0,PV.1,,A_2011_66_PV.1_,A_2011_66_PV.1_speeches.pdf,712208.0,A/66/PV.1,English,https://digitallibrary.un.org/record/712208/files/A_66_PV.1-EN.pdf,2011-09-13
720694,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.118,2011-09-12,8,2011,9,12,A,,65.0,PV.118,,A_2011_65_PV.118_,A_2011_65_PV.118_speeches.pdf,720652.0,A/65/PV.118,English,https://digitallibrary.un.org/record/720652/files/A_65_PV.118-EN.pdf,2011-09-12
1490383,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6606,2011-08-30,8,2011,8,30,S,,,PV.6606,,S_2011_PV.6606_,S_2011_PV.6606_speeches.pdf,710081.0,S/PV.6606,English,https://digitallibrary.un.org/record/710081/files/S_PV.6606-EN.pdf,2011-08-30
716251,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6603,2011-08-26,8,2011,8,26,S,,,PV.6603,,S_2011_PV.6603_,S_2011_PV.6603_speeches.pdf,710035.0,S/PV.6603,English,https://digitallibrary.un.org/record/710035/files/S_PV.6603-EN.pdf,2011-08-26
713209,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.114,2011-07-27,8,2011,7,27,A,,65.0,PV.114,,A_2011_65_PV.114_,A_2011_65_PV.114_speeches.pdf,711958.0,A/65/PV.114,English,https://digitallibrary.un.org/record/711958/files/A_65_PV.114-EN.pdf,2011-07-27
713048,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.113,2011-07-27,8,2011,7,27,A,,65.0,PV.113,,A_2011_65_PV.113_,A_2011_65_PV.113_speeches.pdf,711479.0,A/65/PV.113,English,https://digitallibrary.un.org/record/711479/files/A_65_PV.113-EN.pdf,2011-07-27
712986,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.110,2011-07-25,8,2011,7,25,A,,65.0,PV.110,,A_2011_65_PV.110_,A_2011_65_PV.110_speeches.pdf,710832.0,A/65/PV.110,English,https://digitallibrary.un.org/record/710832/files/A_65_PV.110-EN.pdf,2011-07-25
715531,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6587,2011-07-20,8,2011,7,20,S,,,PV.6587,,S_2011_PV.6587_,S_2011_PV.6587_speeches.pdf,707505.0,S/PV.6587,English,https://digitallibrary.un.org/record/707505/files/S_PV.6587-EN.pdf,2011-07-20
712927,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.108,2011-07-14,8,2011,7,14,A,,65.0,PV.108,,A_2011_65_PV.108_,A_2011_65_PV.108_speeches.pdf,710831.0,A/65/PV.108,English,https://digitallibrary.un.org/record/710831/files/A_65_PV.108-EN.pdf,2011-07-14
715505,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6583,2011-07-13,8,2011,7,13,S,,,PV.6583,,S_2011_PV.6583_,S_2011_PV.6583_speeches.pdf,707083.0,S/PV.6583,English,https://digitallibrary.un.org/record/707083/files/S_PV.6583-EN.pdf,2011-07-13
715653,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6581,2011-07-12,8,2011,7,12,S,,,PV.6581,,S_2011_PV.6581_,S_2011_PV.6581_speeches.pdf,706964.0,S/PV.6581,English,https://digitallibrary.un.org/record/706964/files/S_PV.6581-EN.pdf,2011-07-12
712991,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.103,2011-06-22,8,2011,6,22,A,,65.0,PV.103,,A_2011_65_PV.103_,A_2011_65_PV.103_speeches.pdf,706829.0,A/65/PV.103,English,https://digitallibrary.un.org/record/706829/files/A_65_PV.103-EN.pdf,2011-06-22
712908,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.101,2011-06-21,8,2011,6,21,A,,65.0,PV.101,,A_2011_65_PV.101_,A_2011_65_PV.101_speeches.pdf,707076.0,A/65/PV.101,English,https://digitallibrary.un.org/record/707076/files/A_65_PV.101-EN.pdf,2011-06-21
711783,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.90,2011-06-08,8,2011,6,8,A,,65.0,PV.90,,A_2011_65_PV.90_,A_2011_65_PV.90_speeches.pdf,707075.0,A/65/PV.90,English,https://digitallibrary.un.org/record/707075/files/A_65_PV.90-EN.pdf,2011-06-08
715530,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6547,2011-06-07,8,2011,6,7,S,,,PV.6547,,S_2011_PV.6547_,S_2011_PV.6547_speeches.pdf,704833.0,S/PV.6547,English,https://digitallibrary.un.org/record/704833/files/S_PV.6547-EN.pdf,2011-06-07
715341,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6539,2011-05-18,8,2011,5,18,S,,,PV.6539,,S_2011_PV.6539_,S_2011_PV.6539_speeches.pdf,703526.0,S/PV.6539,English,https://digitallibrary.un.org/record/703526/files/S_PV.6539-EN.pdf,2011-05-18
711710,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.87,2011-04-26,8,2011,4,26,A,,65.0,PV.87,,A_2011_65_PV.87_,A_2011_65_PV.87_speeches.pdf,704599.0,A/65/PV.87,English,https://digitallibrary.un.org/record/704599/files/A_65_PV.87-EN.pdf,2011-04-26
714443,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6510,2011-04-06,8,2011,4,6,S,,,PV.6510,,S_2011_PV.6510_,S_2011_PV.6510_speeches.pdf,700604.0,S/PV.6510,English,https://digitallibrary.un.org/record/700604/files/S_PV-6510-EN.pdf,2011-04-06
713039,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.82,2011-03-28,8,2011,3,28,A,,65.0,PV.82,,A_2011_65_PV.82_,A_2011_65_PV.82_speeches.pdf,704230.0,A/65/PV.82,English,https://digitallibrary.un.org/record/704230/files/A_65_PV.82-EN.pdf,2011-03-28
709943,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.81,2011-03-25,8,2011,3,25,A,,65.0,PV.81,,A_2011_65_PV.81_,A_2011_65_PV.81_speeches.pdf,704229.0,A/65/PV.81,English,https://digitallibrary.un.org/record/704229/files/A_65_PV.81-EN.pdf,2011-03-25
714840,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6505,2011-03-24,8,2011,3,24,S,,,PV.6505,,S_2011_PV.6505_,S_2011_PV.6505_speeches.pdf,699962.0,S/PV.6505,English,https://digitallibrary.un.org/record/699962/files/S_PV.6505-EN.pdf,2011-03-24
725673,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2011/SR.6,2011-03-10,8,2011,3,10,E,,2011.0,SR.6,,E_2011_2011_SR.6_,E_2011_2011_SR.6_speeches.pdf,713270.0,E/2011/SR.6,English,https://digitallibrary.un.org/record/713270/files/E_2011_SR.6-EN.pdf,2011-03-10
714214,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6494,2011-03-10,8,2011,3,10,S,,,PV.6494,,S_2011_PV.6494_,S_2011_PV.6494_speeches.pdf,699438.0,S/PV.6494,English,https://digitallibrary.un.org/record/699438/files/S_PV.6494-EN.pdf,2011-03-10
709883,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.76,2011-03-01,8,2011,3,1,A,,65.0,PV.76,,A_2011_65_PV.76_,A_2011_65_PV.76_speeches.pdf,703332.0,A/65/PV.76,English,https://digitallibrary.un.org/record/703332/files/A_65_PV.76-EN.pdf,2011-03-01
714208,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6491,2011-02-26,8,2011,2,26,S,,,PV.6491,,S_2011_PV.6491_,S_2011_PV.6491_speeches.pdf,698797.0,S/PV.6491,English,https://digitallibrary.un.org/record/698797/files/S_PV.6491-EN.pdf,2011-02-26
714168,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6490,2011-02-25,8,2011,2,25,S,,,PV.6490,,S_2011_PV.6490_,S_2011_PV.6490_speeches.pdf,698592.0,S/PV.6490,English,https://digitallibrary.un.org/record/698592/files/S_PV.6490-EN.pdf,2011-02-25
714450,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6479,2011-02-11,8,2011,2,11,S,,,PV.6479,,S_2011_PV.6479_,S_2011_PV.6479_speeches.pdf,697928.0,S/PV.6479,English,https://digitallibrary.un.org/record/697928/files/S_PV.6479-EN.pdf,2011-02-11
713988,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6472,2011-01-21,8,2011,1,21,S,,,PV.6472,,S_2011_PV.6472_,S_2011_PV.6472_speeches.pdf,696983.0,S/PV.6472,English,https://digitallibrary.un.org/record/696983/files/S_PV.6472-EN.pdf,2011-01-21
697374,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6453,2010-12-16,8,2010,12,16,S,,,PV.6453,,S_2010_PV.6453_,S_2010_PV.6453_speeches.pdf,695319.0,S/PV.6453,English,https://digitallibrary.un.org/record/695319/files/S_PV.6453-EN.pdf,2010-12-16
697211,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6450,2010-12-15,8,2010,12,15,S,,,PV.6450,,S_2010_PV.6450_,S_2010_PV.6450_speeches.pdf,695063.0,S/PV.6450,English,https://digitallibrary.un.org/record/695063/files/S_PV.6450-EN.pdf,2010-12-15
702962,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.65,2010-12-14,8,2010,12,14,A,,65.0,PV.65,,A_2010_65_PV.65_,A_2010_65_PV.65_speeches.pdf,702518.0,A/65/PV.65,English,https://digitallibrary.un.org/record/702518/files/A_65_PV.65-EN.pdf,2010-12-14
696379,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6425,2010-11-16,8,2010,11,16,S,,,PV.6425,,S_2010_PV.6425_,S_2010_PV.6425_speeches.pdf,693758.0,S/PV.6425,English,https://digitallibrary.un.org/record/693758/files/S_PV.6425-EN.pdf,2010-11-16
695815,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6411,2010-10-26,8,2010,10,26,S,,,PV.6411,,S_2010_PV.6411_,S_2010_PV.6411_speeches.pdf,692474.0,S/PV.6411,English,https://digitallibrary.un.org/record/692474/files/S_PV.6411-EN.pdf,2010-10-26
695653,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6409,2010-10-22,8,2010,10,22,S,,,PV.6409,,S_2010_PV.6409_,S_2010_PV.6409_speeches.pdf,692303.0,S/PV.6409,English,https://digitallibrary.un.org/record/692303/files/S_PV.6409-EN.pdf,2010-10-22
696577,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6407,2010-10-21,8,2010,10,21,S,,,PV.6407,,S_2010_PV.6407_,S_2010_PV.6407_speeches.pdf,692191.0,S/PV.6407,English,https://digitallibrary.un.org/record/692191/files/S_PV.6407-EN.pdf,2010-10-21
692357,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6396,2010-10-13,8,2010,10,13,S,,,PV.6396,,S_2010_PV.6396_,S_2010_PV.6396_speeches.pdf,691807.0,S/PV.6396,English,https://digitallibrary.un.org/record/691807/files/S_PV.6396-EN.pdf,2010-10-13
695462,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6390,2010-09-27,8,2010,9,27,S,,,PV.6390,,S_2010_PV.6390_,S_2010_PV.6390_speeches.pdf,690689.0,S/PV.6390,English,https://digitallibrary.un.org/record/690689/files/S_PV.6390-EN.pdf,2010-09-27
698450,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.13,2010-09-24,8,2010,9,24,A,,65.0,PV.13,,A_2010_65_PV.13_,A_2010_65_PV.13_speeches.pdf,693620.0,A/65/PV.13,English,https://digitallibrary.un.org/record/693620/files/A_65_PV.13-EN.pdf,2010-09-24
698394,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.11,2010-09-23,8,2010,9,23,A,,65.0,PV.11,,A_2010_65_PV.11_,A_2010_65_PV.11_speeches.pdf,693251.0,A/65/PV.11,English,https://digitallibrary.un.org/record/693251/files/A_65_PV.11-EN.pdf,2010-09-23
695301,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6389,2010-09-23,8,2010,9,23,S,,,PV.6389,,S_2010_PV.6389_,S_2010_PV.6389_speeches.pdf,690461.0,S/PV.6389,English,https://digitallibrary.un.org/record/690461/files/S_PV.6389-EN.pdf,2010-09-23
698293,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.9,2010-09-22,8,2010,9,22,A,,65.0,PV.9,,A_2010_65_PV.9_,A_2010_65_PV.9_speeches.pdf,692719.0,A/65/PV.9,English,https://digitallibrary.un.org/record/692719/files/A_65_PV.9-EN.pdf,2010-09-22
698643,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.3,2010-09-20,8,2010,9,20,A,,65.0,PV.3,,A_2010_65_PV.3_,A_2010_65_PV.3_speeches.pdf,690598.0,A/65/PV.3,English,https://digitallibrary.un.org/record/690598/files/A_65_PV.3-EN.pdf,2010-09-20
693598,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.114,2010-08-31,8,2010,8,31,A,,64.0,PV.114,,A_2010_64_PV.114_,A_2010_64_PV.114_speeches.pdf,689061.0,A/64/PV.114,English,https://digitallibrary.un.org/record/689061/files/A_64_PV.114-EN.pdf,2010-08-31
695159,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6374,2010-08-25,8,2010,8,25,S,,,PV.6374,,S_2010_PV.6374_,S_2010_PV.6374_speeches.pdf,688893.0,S/PV.6374,English,https://digitallibrary.un.org/record/688893/files/S_PV.6374-EN.pdf,2010-08-25
693587,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.113,2010-08-25,8,2010,8,25,A,,64.0,PV.113,,A_2010_64_PV.113_,A_2010_64_PV.113_speeches.pdf,688792.0,A/64/PV.113,English,https://digitallibrary.un.org/record/688792/files/A_64_PV-113-EN.pdf,2010-08-25
693494,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.110,2010-08-19,8,2010,8,19,A,,64.0,PV.110,,A_2010_64_PV.110_,A_2010_64_PV.110_speeches.pdf,688523.0,A/64/PV.110,English,https://digitallibrary.un.org/record/688523/files/A_64_PV.110-EN.pdf,2010-08-19
694623,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6354,2010-07-07,8,2010,7,7,S,,,PV.6354,,S_2010_PV.6354_,S_2010_PV.6354_speeches.pdf,685723.0,S/PV.6354,English,https://digitallibrary.un.org/record/685723/files/S_PV.6354-EN.pdf,2010-07-07
693322,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.105,2010-07-06,8,2010,7,6,A,,64.0,PV.105,,A_2010_64_PV.105_,A_2010_64_PV.105_speeches.pdf,685609.0,A/64/PV.105,English,https://digitallibrary.un.org/record/685609/files/A_64_PV.105-EN.pdf,2010-07-06
693373,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.104,2010-07-02,8,2010,7,2,A,,64.0,PV.104,,A_2010_64_PV.104_,A_2010_64_PV.104_speeches.pdf,685544.0,A/64/PV.104,English,https://digitallibrary.un.org/record/685544/files/A_64_PV.104-EN.pdf,2010-07-02
698741,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2010/SR.11,2010-06-28,8,2010,6,28,E,,2010.0,SR.11,,E_2010_2010_SR.11_,E_2010_2010_SR.11_speeches.pdf,690208.0,E/2010/SR.11,English,https://digitallibrary.un.org/record/690208/files/E_2010_SR.11-EN.pdf,2010-06-28
690035,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.96,2010-06-17,8,2010,6,17,A,,64.0,PV.96,,A_2010_64_PV.96_,A_2010_64_PV.96_speeches.pdf,684700.0,A/64/PV.96,English,https://digitallibrary.un.org/record/684700/files/A_64_PV.96-EN.pdf,2010-06-17
690047,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.95,2010-06-14,8,2010,6,14,A,,64.0,PV.95,,A_2010_64_PV.95_,A_2010_64_PV.95_speeches.pdf,684240.0,A/64/PV.95,English,https://digitallibrary.un.org/record/684240/files/A_64_PV.95-EN.pdf,2010-06-14
692816,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6322,2010-05-26,8,2010,5,26,S,,,PV.6322,,S_2010_PV.6322_,S_2010_PV.6322_speeches.pdf,683203.0,S/PV.6322,English,https://digitallibrary.un.org/record/683203/files/S_PV.6322-EN.pdf,2010-05-26
690046,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.87,2010-05-20,8,2010,5,20,A,,64.0,PV.87,,A_2010_64_PV.87_,A_2010_64_PV.87_speeches.pdf,683525.0,A/64/PV.87,English,https://digitallibrary.un.org/record/683525/files/A_64_PV.87-EN.pdf,2010-05-20
696644,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6317,2010-05-19,8,2010,5,19,S,,,PV.6317,,S_2010_PV.6317_,S_2010_PV.6317_speeches.pdf,682928.0,S/PV.6317,English,https://digitallibrary.un.org/record/682928/files/S_PV.6317-EN.pdf,2010-05-19
690413,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.86,2010-05-13,8,2010,5,13,A,,64.0,PV.86,,A_2010_64_PV.86_,A_2010_64_PV.86_speeches.pdf,683524.0,A/64/PV.86,English,https://digitallibrary.un.org/record/683524/files/A_64_PV-86-EN.pdf,2010-05-13
690378,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.85,2010-05-06,8,2010,5,6,A,,64.0,PV.85,,A_2010_64_PV.85_,A_2010_64_PV.85_speeches.pdf,681582.0,A/64/PV.85,English,https://digitallibrary.un.org/record/681582/files/A_64_PV.85-EN.pdf,2010-05-06
691200,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6299,2010-04-16,8,2010,4,16,S,,,PV.6299,,S_2010_PV.6299_,S_2010_PV.6299_speeches.pdf,680459.0,S/PV.6299,English,https://digitallibrary.un.org/record/680459/files/S_PV.6299-EN.pdf,2010-04-16
696643,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6292,2010-03-24,8,2010,3,24,S,,,PV.6292,,S_2010_PV.6292_,S_2010_PV.6292_speeches.pdf,679242.0,S/PV.6292,English,https://digitallibrary.un.org/record/679242/files/S_PV.6292-EN.pdf,2010-03-24
854890,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7847,2016-12-20,8,2016,12,20,S,,,PV.7847,,S_2016_PV.7847_,S_2016_PV.7847_speeches.pdf,854073.0,S/PV.7847,English,https://digitallibrary.un.org/record/854073/files/S_PV.7847-EN.pdf,2016-12-20
853983,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7846,2016-12-19,8,2016,12,19,S,,,PV.7846,,S_2016_PV.7846_,S_2016_PV.7846_speeches.pdf,853444.0,S/PV.7846,English,https://digitallibrary.un.org/record/853444/files/S_PV.7846-EN.pdf,2016-12-19
853814,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7839,2016-12-16,8,2016,12,16,S,,,PV.7839,,S_2016_PV.7839_,S_2016_PV.7839_speeches.pdf,852477.0,S/PV.7839,English,https://digitallibrary.un.org/record/852477/files/S_PV.7839-EN.pdf,2016-12-16
852119,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7836,2016-12-14,8,2016,12,14,S,,,PV.7836,,S_2016_PV.7836_,S_2016_PV.7836_speeches.pdf,851662.0,S/PV.7836,English,https://digitallibrary.un.org/record/851662/files/S_PV.7836-EN.pdf,2016-12-14
852995,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7834,2016-12-13,8,2016,12,13,S,,,PV.7834,,S_2016_PV.7834_,S_2016_PV.7834_speeches.pdf,852068.0,S/PV.7834,English,https://digitallibrary.un.org/record/852068/files/S_PV.7834-EN.pdf,2016-12-13
861077,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.60,2016-12-12,8,2016,12,12,A,,71.0,PV.60,,A_2016_71_PV.60_,A_2016_71_PV.60_speeches.pdf,858740.0,A/71/PV.60,English,https://digitallibrary.un.org/record/858740/files/A_71_PV.60-EN.pdf,2016-12-12
850685,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7821,2016-11-30,8,2016,11,30,S,,,PV.7821,,S_2016_PV.7821_,S_2016_PV.7821_speeches.pdf,850209.0,S/PV.7821,English,https://digitallibrary.un.org/record/850209/files/S_PV.7821-EN.pdf,2016-11-30
850467,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7818,2016-11-22,8,2016,11,22,S,,,PV.7818,,S_2016_PV.7818_,S_2016_PV.7818_speeches.pdf,849977.0,S/PV.7818,English,https://digitallibrary.un.org/record/849977/files/S_PV.7818-EN.pdf,2016-11-22
858569,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.36,2016-10-28,8,2016,10,28,A,,71.0,PV.36,,A_2016_71_PV.36_,A_2016_71_PV.36_speeches.pdf,854488.0,A/71/PV.36,English,https://digitallibrary.un.org/record/854488/files/A_71_PV-36-EN.pdf,2016-10-28
847790,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7796,2016-10-28,8,2016,10,28,S,,,PV.7796,,S_2016_PV.7796_,S_2016_PV.7796_speeches.pdf,846263.0,S/PV.7796,English,https://digitallibrary.un.org/record/846263/files/S_PV.7796-EN.pdf,2016-10-28
847606,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7793,2016-10-25,8,2016,10,25,S,,,PV.7793,,S_2016_PV.7793_,S_2016_PV.7793_speeches.pdf,845960.0,S/PV.7793,English,https://digitallibrary.un.org/record/845960/files/S_PV.7793-EN.pdf,2016-10-25
858288,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.28,2016-10-14,8,2016,10,14,A,,71.0,PV.28,,A_2016_71_PV.28_,A_2016_71_PV.28_speeches.pdf,854077.0,A/71/PV.28,English,https://digitallibrary.un.org/record/854077/files/A_71_PV.28-EN.pdf,2016-10-14
858275,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.27,2016-10-13,8,2016,10,13,A,,71.0,PV.27,,A_2016_71_PV.27_,A_2016_71_PV.27_speeches.pdf,850797.0,A/71/PV.27,English,https://digitallibrary.un.org/record/850797/files/A_71_PV-27-EN.pdf,2016-10-13
845330,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7779,2016-09-28,8,2016,9,28,S,,,PV.7779,,S_2016_PV.7779_,S_2016_PV.7779_speeches.pdf,843401.0,S/PV.7779,English,https://digitallibrary.un.org/record/843401/files/S_PV-7779-EN.pdf,2016-09-28
846868,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7773,2016-09-21,8,2016,9,21,S,,,PV.7773,,S_2016_PV.7773_,S_2016_PV.7773_speeches.pdf,842510.0,S/PV.7773,English,https://digitallibrary.un.org/record/842510/files/S_PV-7773-EN.pdf,2016-09-21
844917,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7774,2016-09-21,8,2016,9,21,S,,,PV.7774,,S_2016_PV.7774_,S_2016_PV.7774_speeches.pdf,842633.0,S/PV.7774,English,https://digitallibrary.un.org/record/842633/files/S_PV-7774-EN.pdf,2016-09-21
857056,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.8,2016-09-20,8,2016,9,20,A,,71.0,PV.8,,A_2016_71_PV.8_,A_2016_71_PV.8_speeches.pdf,845406.0,A/71/PV.8,English,https://digitallibrary.un.org/record/845406/files/A_71_PV.8-EN.pdf,2016-09-20
