record_id,speech_code,lang_field,doc_url,date
3936536,S/PV.8834,English,https://digitallibrary.un.org/record/3936536/files/S_PV.8834-EN.pdf,2021-08-16
3930226,S/PV.8803,English,https://digitallibrary.un.org/record/3930226/files/S_PV.8803-EN.pdf,2021-06-23
3939180,A/75/PV.82,English,https://digitallibrary.un.org/record/3939180/files/A_75_PV.82-EN.pdf,2021-06-18
3936365,A/75/PV.72,English,https://digitallibrary.un.org/record/3936365/files/A_75_PV.72-EN.pdf,2021-06-07
3941373,A/75/PV.67,English,https://digitallibrary.un.org/record/3941373/files/A_75_PV.67-EN.pdf,2021-05-20
3934991,A/75/PV.63,English,https://digitallibrary.un.org/record/3934991/files/A_75_PV.63-EN.pdf,2021-05-03
3934510,A/75/PV.59,English,https://digitallibrary.un.org/record/3934510/files/A_75_PV.59-EN.pdf,2021-04-16
3934198,A/75/PV.58,English,https://digitallibrary.un.org/record/3934198/files/A_75_PV.58-EN.pdf,2021-03-25
3934183,A/75/PV.57,English,https://digitallibrary.un.org/record/3934183/files/A_75_PV.57-EN.pdf,2021-03-19
3933450,A/75/PV.51 (Resumption 1),English,https://digitallibrary.un.org/record/3933450/files/A_75_PV.51_%28Resumption_1%29-EN.pdf,2021-01-28
3933243,A/75/PV.51,English,https://digitallibrary.un.org/record/3933243/files/A_75_PV.51-EN.pdf,2021-01-28
3922369,A/S-31/PV.2 (Resumption 2),English,https://digitallibrary.un.org/record/3922369/files/A_S-31_PV.2_%28Resumption_2%29-EN.pdf,2020-12-14
3922150,A/S-31/PV.2,English,https://digitallibrary.un.org/record/3922150/files/A_S-31_PV.2-EN.pdf,2020-12-03
3921764,A/S-31/PV.2 (Resumption 1),English,https://digitallibrary.un.org/record/3921764/files/A_S-31_PV.2_%28Resumption_1%29-EN.pdf,2020-12-04
3929904,A/75/PV.33,English,https://digitallibrary.un.org/record/3929904/files/A_75_PV.33-EN.pdf,2020-12-01
3896034,A/75/PV.16,English,http://digitallibrary.un.org/record/3896034/files/A_75_PV.16-EN.pdf,2020-10-13
3897575,A/C.5/75/SR.3,English,https://digitallibrary.un.org/record/3897575/files/A_C.5_75_SR.3-EN.pdf,2020-10-12
3893029,A/75/PV.4,English,https://digitallibrary.un.org/record/3893029/files/A_75_PV.4-EN.pdf,2020-09-22
3905804,A/75/PV.3 (Resumption 1),English,https://digitallibrary.un.org/record/3905804/files/A_75_PV.3_%28Resumption_1%29-EN.pdf,2020-10-26
3905539,A/75/PV.3,English,https://digitallibrary.un.org/record/3905539/files/A_75_PV.3-EN.pdf,2020-09-21
3892115,A/75/PV.1,English,https://digitallibrary.un.org/record/3892115/files/A_75_PV.1-EN.pdf,2020-09-15
3888277,A/74/PV.66,English,https://digitallibrary.un.org/record/3888277/files/A_74_PV.66-EN.pdf,2020-09-15
3854668,S/PV.8738,English,https://digitallibrary.un.org/record/3854668/files/S_PV.8738-EN.pdf,2020-02-28
3850745,S/PV.8721,English,https://digitallibrary.un.org/record/3850745/files/S_PV.8721-EN.pdf,2020-02-12
3850579,S/PV.8717,English,https://digitallibrary.un.org/record/3850579/files/S_PV.8717-EN.pdf,2020-02-11
3856473,A/74/PV.57,English,https://digitallibrary.un.org/record/3856473/files/A_74_PV.57-EN.pdf,2020-01-31
3849602,S/PV.8711,English,https://digitallibrary.un.org/record/3849602/files/S_PV.8711-EN.pdf,2020-01-30
3856470,A/74/PV.54,English,https://digitallibrary.un.org/record/3856470/files/A_74_PV.54-EN.pdf,2020-01-22
3847334,S/PV.8699 (Resumption 2),English,https://digitallibrary.un.org/record/3847334/files/S_PV.8699_%28Resumption_2%29-EN.pdf,2020-01-13
3847239,S/PV.8699 (Resumption 1),English,https://digitallibrary.un.org/record/3847239/files/S_PV.8699_%28Resumption_1%29-EN.pdf,2020-01-10
3846901,S/PV.8699,English,https://digitallibrary.un.org/record/3846901/files/S_PV.8699-EN.pdf,2020-01-09
3849601,A/74/PV.39,English,https://digitallibrary.un.org/record/3849601/files/A_74_PV.39-EN.pdf,2019-12-05
3836972,S/PV.8668 (Resumption 1),English,https://digitallibrary.un.org/record/3836972/files/S_PV.8668_%28Resumption_1%29-EN.pdf,2019-11-19
3836334,S/PV.8668,English,https://digitallibrary.un.org/record/3836334/files/S_PV-8668-EN.pdf,2019-11-19
3835042,S/PV.8649 (Resumption 2),English,https://digitallibrary.un.org/record/3835042/files/S_PV.8649_%28Resumption_2%29-EN.pdf,2019-11-04
3834990,S/PV.8649 (Resumption 1),English,https://digitallibrary.un.org/record/3834990/files/S_PV.8649_%28Resumption_1%29-EN.pdf,2019-10-29
3834578,S/PV.8649,English,https://digitallibrary.un.org/record/3834578/files/S_PV.8649-EN.pdf,2019-10-29
3838569,A/74/PV.16,English,https://digitallibrary.un.org/record/3838569/files/A_74_PV.16-EN.pdf,2019-10-16
3850222,A/C.5/74/SR.2,English,http://digitallibrary.un.org/record/3850222/files/A_C.5_74_SR.2-EN.pdf,2019-10-08
3830874,S/PV.8633,English,https://digitallibrary.un.org/record/3830874/files/S_PV.8633-EN.pdf,2019-10-07
3828871,S/PV.8626,English,https://digitallibrary.un.org/record/3828871/files/S_PV-8626-EN.pdf,2019-09-25
3832033,A/74/PV.3,English,https://digitallibrary.un.org/record/3832033/files/A_74_PV.3-EN.pdf,2019-09-24
3829557,A/74/PV.1,English,https://digitallibrary.un.org/record/3829557/files/A_74_PV.1-EN.pdf,2019-09-17
3828540,A/73/PV.108,English,https://digitallibrary.un.org/record/3828540/files/A_73_PV.108-EN.pdf,2019-09-16
3827885,A/73/PV.104,English,https://digitallibrary.un.org/record/3827885/files/A_73_PV.104-EN.pdf,2019-09-09
3824607,A/73/PV.102,English,https://digitallibrary.un.org/record/3827885/files/A_73_PV.104-EN.pdf,2019-08-01
3813213,S/PV.8579,English,https://digitallibrary.un.org/record/3813213/files/S_PV.8579-EN.pdf,2019-07-18
3829562,E/2019/SR.29,English,http://digitallibrary.un.org/record/3829562/files/E_2019_SR.29-EN.pdf,2019-07-16
3823901,A/73/PV.99,English,https://digitallibrary.un.org/record/3823901/files/A_73_PV.99-EN.pdf,2019-07-16
3831852,E/2019/SR.27,English,http://digitallibrary.un.org/record/3831852/files/E_2019_SR.27-EN.pdf,2019-07-08
3809734,S/PV.8548,English,https://digitallibrary.un.org/record/3809734/files/S_PV.8548-EN.pdf,2019-06-13
3809551,S/PV.8546,English,https://digitallibrary.un.org/record/3809551/files/S_PV.8546-EN.pdf,2019-06-12
3827492,A/C.5/73/SR.40,English,https://digitallibrary.un.org/record/3827492/files/A_C-5_73_SR-40-EN.pdf,2019-06-04
3809640,A/73/PV.87,English,https://digitallibrary.un.org/record/3809640/files/A_73_PV.87-EN.pdf,2019-06-04
