record_id,speaker,speaker_organization,document_symbol,document_symbol_searchable,date,year,month,day,body,sub_body,doc_number,doc_type,add_part,file_prefix,file_name_pdf
739067,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.131,A66PV131,2012-09-17,2012,9,17,A,,66,PV.131,,A_2012_66_PV.131_,A_2012_66_PV.131_speeches.pdf
738977,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.128,A66PV128,2012-09-13,2012,9,13,A,,66,PV.128,,A_2012_66_PV.128_,A_2012_66_PV.128_speeches.pdf
735172,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.126,A66PV126,2012-09-04,2012,9,4,A,,66,PV.126,,A_2012_66_PV.126_,A_2012_66_PV.126_speeches.pdf
743112,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6820,SPV6820,2012-08-08,2012,8,8,S,,,PV.6820,,S_2012_PV.6820_,S_2012_PV.6820_speeches.pdf
733760,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.124,A66PV124,2012-08-03,2012,8,3,A,,66,PV.124,,A_2012_66_PV.124_,A_2012_66_PV.124_speeches.pdf
742918,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6805,SPV6805,2012-07-12,2012,7,12,S,,,PV.6805,,S_2012_PV.6805_,S_2012_PV.6805_speeches.pdf
748390,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2012/SR.22,E2012SR22,2012-07-09,2012,7,9,E,,2012,SR.22,,E_2012_2012_SR.22_,E_2012_2012_SR.22_speeches.pdf
748761,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2012/SR.17,E2012SR17,2012-07-05,2012,7,5,E,,2012,SR.17,,E_2012_2012_SR.17_,E_2012_2012_SR.17_speeches.pdf
748043,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2012/SR.13,E2012SR13,2012-07-02,2012,7,2,E,,2012,SR.13,,E_2012_2012_SR.13_,E_2012_2012_SR.13_speeches.pdf
742481,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6790,SPV6790,2012-06-25,2012,6,25,S,,,PV.6790,,S_2012_PV.6790_,S_2012_PV.6790_speeches.pdf
734812,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.115,A66PV115,2012-06-11,2012,6,11,A,,66,PV.115,,A_2012_66_PV.115_,A_2012_66_PV.115_speeches.pdf
741971,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6765,SPV6765,2012-05-04,2012,5,4,S,,,PV.6765,,S_2012_PV.6765_,S_2012_PV.6765_speeches.pdf
741882,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6760,SPV6760,2012-04-25,2012,4,25,S,,,PV.6760,,S_2012_PV.6760_,S_2012_PV.6760_speeches.pdf
741762,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6753,SPV6753,2012-04-19,2012,4,19,S,,,PV.6753,,S_2012_PV.6753_,S_2012_PV.6753_speeches.pdf
744971,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2012/SR.5,E2012SR5,2012-03-12,2012,3,12,E,,2012,SR.5,,E_2012_2012_SR.5_,E_2012_2012_SR.5_speeches.pdf
741287,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6734,SPV6734,2012-03-12,2012,3,12,S,,,PV.6734,,S_2012_PV.6734_,S_2012_PV.6734_speeches.pdf
741010,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6729,SPV6729,2012-03-05,2012,3,5,S,,,PV.6729,,S_2012_PV.6729_,S_2012_PV.6729_speeches.pdf
738515,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.99,A66PV99,2012-03-02,2012,3,2,A,,66,PV.99,,A_2012_66_PV.99_,A_2012_66_PV.99_speeches.pdf
721984,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6717,SPV6717,2012-02-21,2012,2,21,S,,,PV.6717,,S_2012_PV.6717_,S_2012_PV.6717_speeches.pdf
721759,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6705,SPV6705,2012-01-19,2012,1,19,S,,,PV.6705,,S_2012_PV.6705_,S_2012_PV.6705_speeches.pdf
719637,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6702,SPV6702,2012-01-12,2012,1,12,S,,,PV.6702,,S_2012_PV.6702_,S_2012_PV.6702_speeches.pdf
731223,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2012/SR.1,E2012SR1,2012-01-10,2012,1,10,E,,2012,SR.1,,E_2012_2012_SR.1_,E_2012_2012_SR.1_speeches.pdf
733829,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.93,A66PV93,2011-12-24,2011,12,24,A,,66,PV.93,,A_2011_66_PV.93_,A_2011_66_PV.93_speeches.pdf
717989,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6681,SPV6681,2011-12-13,2011,12,13,S,,,PV.6681,,S_2011_PV.6681_,S_2011_PV.6681_speeches.pdf
717769,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6668,SPV6668,2011-11-23,2011,11,23,S,,,PV.6668,,S_2011_PV.6668_,S_2011_PV.6668_speeches.pdf
717351,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6650,SPV6650,2011-11-09,2011,11,9,S,,,PV.6650,,S_2011_PV.6650_,S_2011_PV.6650_speeches.pdf
717162,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6642,SPV6642,2011-10-28,2011,10,28,S,,,PV.6642,,S_2011_PV.6642_,S_2011_PV.6642_speeches.pdf
734561,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/C.5/66/SR.13,AC566SR13,2011-10-27,2011,10,27,A,C.5,66,SR.13,,A_2011_C.5_66_SR.13_,A_2011_C.5_66_SR.13_speeches.pdf
717044,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6633,SPV6633,2011-10-19,2011,10,19,S,,,PV.6633,,S_2011_PV.6633_,S_2011_PV.6633_speeches.pdf
722344,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.14,A66PV14,2011-09-22,2011,9,22,A,,66,PV.14,,A_2011_66_PV.14_,A_2011_66_PV.14_speeches.pdf
716846,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6621,SPV6621,2011-09-22,2011,9,22,S,,,PV.6621,,S_2011_PV.6621_,S_2011_PV.6621_speeches.pdf
723548,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.11,A66PV11,2011-09-21,2011,9,21,A,,66,PV.11,,A_2011_66_PV.11_,A_2011_66_PV.11_speeches.pdf
722085,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.6,A66PV6,2011-09-20,2011,9,20,A,,66,PV.6,,A_2011_66_PV.6_,A_2011_66_PV.6_speeches.pdf
721832,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.3,A66PV3,2011-09-19,2011,9,19,A,,66,PV.3,,A_2011_66_PV.3_,A_2011_66_PV.3_speeches.pdf
720902,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/66/PV.1,A66PV1,2011-09-13,2011,9,13,A,,66,PV.1,,A_2011_66_PV.1_,A_2011_66_PV.1_speeches.pdf
720694,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.118,A65PV118,2011-09-12,2011,9,12,A,,65,PV.118,,A_2011_65_PV.118_,A_2011_65_PV.118_speeches.pdf
1490383,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6606,SPV6606,2011-08-30,2011,8,30,S,,,PV.6606,,S_2011_PV.6606_,S_2011_PV.6606_speeches.pdf
716251,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6603,SPV6603,2011-08-26,2011,8,26,S,,,PV.6603,,S_2011_PV.6603_,S_2011_PV.6603_speeches.pdf
713209,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.114,A65PV114,2011-07-27,2011,7,27,A,,65,PV.114,,A_2011_65_PV.114_,A_2011_65_PV.114_speeches.pdf
713048,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.113,A65PV113,2011-07-27,2011,7,27,A,,65,PV.113,,A_2011_65_PV.113_,A_2011_65_PV.113_speeches.pdf
712986,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.110,A65PV110,2011-07-25,2011,7,25,A,,65,PV.110,,A_2011_65_PV.110_,A_2011_65_PV.110_speeches.pdf
715531,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6587,SPV6587,2011-07-20,2011,7,20,S,,,PV.6587,,S_2011_PV.6587_,S_2011_PV.6587_speeches.pdf
712927,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.108,A65PV108,2011-07-14,2011,7,14,A,,65,PV.108,,A_2011_65_PV.108_,A_2011_65_PV.108_speeches.pdf
715505,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6583,SPV6583,2011-07-13,2011,7,13,S,,,PV.6583,,S_2011_PV.6583_,S_2011_PV.6583_speeches.pdf
715653,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6581,SPV6581,2011-07-12,2011,7,12,S,,,PV.6581,,S_2011_PV.6581_,S_2011_PV.6581_speeches.pdf
729398,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2011/SR.20(A),E2011SR20A,2011-07-07,2011,7,7,E,,2011,SR.20,A,E_2011_2011_SR.20_A_,E_2011_2011_SR.20_A_speeches.pdf
712991,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.103,A65PV103,2011-06-22,2011,6,22,A,,65,PV.103,,A_2011_65_PV.103_,A_2011_65_PV.103_speeches.pdf
712908,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.101,A65PV101,2011-06-21,2011,6,21,A,,65,PV.101,,A_2011_65_PV.101_,A_2011_65_PV.101_speeches.pdf
711783,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.90,A65PV90,2011-06-08,2011,6,8,A,,65,PV.90,,A_2011_65_PV.90_,A_2011_65_PV.90_speeches.pdf
715530,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6547,SPV6547,2011-06-07,2011,6,7,S,,,PV.6547,,S_2011_PV.6547_,S_2011_PV.6547_speeches.pdf
715341,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6539,SPV6539,2011-05-18,2011,5,18,S,,,PV.6539,,S_2011_PV.6539_,S_2011_PV.6539_speeches.pdf
711710,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.87,A65PV87,2011-04-26,2011,4,26,A,,65,PV.87,,A_2011_65_PV.87_,A_2011_65_PV.87_speeches.pdf
714443,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6510,SPV6510,2011-04-06,2011,4,6,S,,,PV.6510,,S_2011_PV.6510_,S_2011_PV.6510_speeches.pdf
713039,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.82,A65PV82,2011-03-28,2011,3,28,A,,65,PV.82,,A_2011_65_PV.82_,A_2011_65_PV.82_speeches.pdf
709943,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.81,A65PV81,2011-03-25,2011,3,25,A,,65,PV.81,,A_2011_65_PV.81_,A_2011_65_PV.81_speeches.pdf
714840,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6505,SPV6505,2011-03-24,2011,3,24,S,,,PV.6505,,S_2011_PV.6505_,S_2011_PV.6505_speeches.pdf
725673,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2011/SR.6,E2011SR6,2011-03-10,2011,3,10,E,,2011,SR.6,,E_2011_2011_SR.6_,E_2011_2011_SR.6_speeches.pdf
714214,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6494,SPV6494,2011-03-10,2011,3,10,S,,,PV.6494,,S_2011_PV.6494_,S_2011_PV.6494_speeches.pdf
709883,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.76,A65PV76,2011-03-01,2011,3,1,A,,65,PV.76,,A_2011_65_PV.76_,A_2011_65_PV.76_speeches.pdf
714208,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6491,SPV6491,2011-02-26,2011,2,26,S,,,PV.6491,,S_2011_PV.6491_,S_2011_PV.6491_speeches.pdf
714168,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6490,SPV6490,2011-02-25,2011,2,25,S,,,PV.6490,,S_2011_PV.6490_,S_2011_PV.6490_speeches.pdf
714450,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6479,SPV6479,2011-02-11,2011,2,11,S,,,PV.6479,,S_2011_PV.6479_,S_2011_PV.6479_speeches.pdf
713988,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6472,SPV6472,2011-01-21,2011,1,21,S,,,PV.6472,,S_2011_PV.6472_,S_2011_PV.6472_speeches.pdf
697374,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6453,SPV6453,2010-12-16,2010,12,16,S,,,PV.6453,,S_2010_PV.6453_,S_2010_PV.6453_speeches.pdf
697211,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6450,SPV6450,2010-12-15,2010,12,15,S,,,PV.6450,,S_2010_PV.6450_,S_2010_PV.6450_speeches.pdf
702962,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.65,A65PV65,2010-12-14,2010,12,14,A,,65,PV.65,,A_2010_65_PV.65_,A_2010_65_PV.65_speeches.pdf
696379,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6425,SPV6425,2010-11-16,2010,11,16,S,,,PV.6425,,S_2010_PV.6425_,S_2010_PV.6425_speeches.pdf
695815,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6411,SPV6411,2010-10-26,2010,10,26,S,,,PV.6411,,S_2010_PV.6411_,S_2010_PV.6411_speeches.pdf
695653,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6409,SPV6409,2010-10-22,2010,10,22,S,,,PV.6409,,S_2010_PV.6409_,S_2010_PV.6409_speeches.pdf
696577,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6407,SPV6407,2010-10-21,2010,10,21,S,,,PV.6407,,S_2010_PV.6407_,S_2010_PV.6407_speeches.pdf
692357,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6396,SPV6396,2010-10-13,2010,10,13,S,,,PV.6396,,S_2010_PV.6396_,S_2010_PV.6396_speeches.pdf
695462,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6390,SPV6390,2010-09-27,2010,9,27,S,,,PV.6390,,S_2010_PV.6390_,S_2010_PV.6390_speeches.pdf
698450,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.13,A65PV13,2010-09-24,2010,9,24,A,,65,PV.13,,A_2010_65_PV.13_,A_2010_65_PV.13_speeches.pdf
698394,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.11,A65PV11,2010-09-23,2010,9,23,A,,65,PV.11,,A_2010_65_PV.11_,A_2010_65_PV.11_speeches.pdf
695301,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6389,SPV6389,2010-09-23,2010,9,23,S,,,PV.6389,,S_2010_PV.6389_,S_2010_PV.6389_speeches.pdf
698293,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.9,A65PV9,2010-09-22,2010,9,22,A,,65,PV.9,,A_2010_65_PV.9_,A_2010_65_PV.9_speeches.pdf
698643,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/65/PV.3,A65PV3,2010-09-20,2010,9,20,A,,65,PV.3,,A_2010_65_PV.3_,A_2010_65_PV.3_speeches.pdf
693598,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.114,A64PV114,2010-08-31,2010,8,31,A,,64,PV.114,,A_2010_64_PV.114_,A_2010_64_PV.114_speeches.pdf
695159,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6374,SPV6374,2010-08-25,2010,8,25,S,,,PV.6374,,S_2010_PV.6374_,S_2010_PV.6374_speeches.pdf
693587,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.113,A64PV113,2010-08-25,2010,8,25,A,,64,PV.113,,A_2010_64_PV.113_,A_2010_64_PV.113_speeches.pdf
693494,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.110,A64PV110,2010-08-19,2010,8,19,A,,64,PV.110,,A_2010_64_PV.110_,A_2010_64_PV.110_speeches.pdf
694623,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6354,SPV6354,2010-07-07,2010,7,7,S,,,PV.6354,,S_2010_PV.6354_,S_2010_PV.6354_speeches.pdf
693322,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.105,A64PV105,2010-07-06,2010,7,6,A,,64,PV.105,,A_2010_64_PV.105_,A_2010_64_PV.105_speeches.pdf
693373,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.104,A64PV104,2010-07-02,2010,7,2,A,,64,PV.104,,A_2010_64_PV.104_,A_2010_64_PV.104_speeches.pdf
698741,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2010/SR.11,E2010SR11,2010-06-28,2010,6,28,E,,2010,SR.11,,E_2010_2010_SR.11_,E_2010_2010_SR.11_speeches.pdf
690035,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.96,A64PV96,2010-06-17,2010,6,17,A,,64,PV.96,,A_2010_64_PV.96_,A_2010_64_PV.96_speeches.pdf
690047,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.95,A64PV95,2010-06-14,2010,6,14,A,,64,PV.95,,A_2010_64_PV.95_,A_2010_64_PV.95_speeches.pdf
692816,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6322,SPV6322,2010-05-26,2010,5,26,S,,,PV.6322,,S_2010_PV.6322_,S_2010_PV.6322_speeches.pdf
690046,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.87,A64PV87,2010-05-20,2010,5,20,A,,64,PV.87,,A_2010_64_PV.87_,A_2010_64_PV.87_speeches.pdf
696644,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6317,SPV6317,2010-05-19,2010,5,19,S,,,PV.6317,,S_2010_PV.6317_,S_2010_PV.6317_speeches.pdf
690413,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.86,A64PV86,2010-05-13,2010,5,13,A,,64,PV.86,,A_2010_64_PV.86_,A_2010_64_PV.86_speeches.pdf
690378,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/64/PV.85,A64PV85,2010-05-06,2010,5,6,A,,64,PV.85,,A_2010_64_PV.85_,A_2010_64_PV.85_speeches.pdf
691200,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6299,SPV6299,2010-04-16,2010,4,16,S,,,PV.6299,,S_2010_PV.6299_,S_2010_PV.6299_speeches.pdf
696643,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.6292,SPV6292,2010-03-24,2010,3,24,S,,,PV.6292,,S_2010_PV.6292_,S_2010_PV.6292_speeches.pdf
854890,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7847,SPV7847,2016-12-20,2016,12,20,S,,,PV.7847,,S_2016_PV.7847_,S_2016_PV.7847_speeches.pdf
853983,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7846,SPV7846,2016-12-19,2016,12,19,S,,,PV.7846,,S_2016_PV.7846_,S_2016_PV.7846_speeches.pdf
853814,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7839,SPV7839,2016-12-16,2016,12,16,S,,,PV.7839,,S_2016_PV.7839_,S_2016_PV.7839_speeches.pdf
852119,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7836,SPV7836,2016-12-14,2016,12,14,S,,,PV.7836,,S_2016_PV.7836_,S_2016_PV.7836_speeches.pdf
852995,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7834,SPV7834,2016-12-13,2016,12,13,S,,,PV.7834,,S_2016_PV.7834_,S_2016_PV.7834_speeches.pdf
861077,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.60,A71PV60,2016-12-12,2016,12,12,A,,71,PV.60,,A_2016_71_PV.60_,A_2016_71_PV.60_speeches.pdf
850685,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7821,SPV7821,2016-11-30,2016,11,30,S,,,PV.7821,,S_2016_PV.7821_,S_2016_PV.7821_speeches.pdf
850467,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7818,SPV7818,2016-11-22,2016,11,22,S,,,PV.7818,,S_2016_PV.7818_,S_2016_PV.7818_speeches.pdf
858569,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.36,A71PV36,2016-10-28,2016,10,28,A,,71,PV.36,,A_2016_71_PV.36_,A_2016_71_PV.36_speeches.pdf
847790,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7796,SPV7796,2016-10-28,2016,10,28,S,,,PV.7796,,S_2016_PV.7796_,S_2016_PV.7796_speeches.pdf
847606,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7793,SPV7793,2016-10-25,2016,10,25,S,,,PV.7793,,S_2016_PV.7793_,S_2016_PV.7793_speeches.pdf
858288,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.28,A71PV28,2016-10-14,2016,10,14,A,,71,PV.28,,A_2016_71_PV.28_,A_2016_71_PV.28_speeches.pdf
858275,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.27,A71PV27,2016-10-13,2016,10,13,A,,71,PV.27,,A_2016_71_PV.27_,A_2016_71_PV.27_speeches.pdf
845330,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7779,SPV7779,2016-09-28,2016,9,28,S,,,PV.7779,,S_2016_PV.7779_,S_2016_PV.7779_speeches.pdf
846868,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7773,SPV7773,2016-09-21,2016,9,21,S,,,PV.7773,,S_2016_PV.7773_,S_2016_PV.7773_speeches.pdf
844917,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7774,SPV7774,2016-09-21,2016,9,21,S,,,PV.7774,,S_2016_PV.7774_,S_2016_PV.7774_speeches.pdf
857056,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.8,A71PV8,2016-09-20,2016,9,20,A,,71,PV.8,,A_2016_71_PV.8_,A_2016_71_PV.8_speeches.pdf
856045,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.3,A71PV3,2016-09-19,2016,9,19,A,,71,PV.3,,A_2016_71_PV.3_,A_2016_71_PV.3_speeches.pdf
858117,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.2,A71PV2,2016-09-16,2016,9,16,A,,71,PV.2,,A_2016_71_PV.2_,A_2016_71_PV.2_speeches.pdf
845116,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7772,SPV7772,2016-09-15,2016,9,15,S,,,PV.7772,,S_2016_PV.7772_,S_2016_PV.7772_speeches.pdf
855563,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/71/PV.1,A71PV1,2016-09-13,2016,9,13,A,,71,PV.1,,A_2016_71_PV.1_,A_2016_71_PV.1_speeches.pdf
843381,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.118,A70PV118,2016-09-13,2016,9,13,A,,70,PV.118,,A_2016_70_PV.118_,A_2016_70_PV.118_speeches.pdf
844585,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7758,SPV7758,2016-08-23,2016,8,23,S,,,PV.7758,,S_2016_PV.7758_,S_2016_PV.7758_speeches.pdf
844340,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7753,SPV7753,2016-08-02,2016,8,2,S,,,PV.7753,,S_2016_PV.7753_,S_2016_PV.7753_speeches.pdf
840296,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7750,SPV7750,2016-07-28,2016,7,28,S,,,PV.7750,,S_2016_PV.7750_,S_2016_PV.7750_speeches.pdf
853243,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2016/SR.38,E2016SR38,2016-07-19,2016,7,19,E,,2016,SR.38,,E_2016_2016_SR.38_,E_2016_2016_SR.38_speeches.pdf
839427,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7736,SPV7736,2016-07-12,2016,7,12,S,,,PV.7736,,S_2016_PV.7736_,S_2016_PV.7736_speeches.pdf
842780,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.108,A70PV108,2016-06-30,2016,6,30,A,,70,PV.108,,A_2016_70_PV.108_,A_2016_70_PV.108_speeches.pdf
834130,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.103,A70PV103,2016-06-13,2016,6,13,A,,70,PV.103,,A_2016_70_PV.103_,A_2016_70_PV.103_speeches.pdf
832896,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7711,SPV7711,2016-06-10,2016,6,10,S,,,PV.7711,,S_2016_PV.7711_,S_2016_PV.7711_speeches.pdf
838964,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.97,A70PV97,2016-06-08,2016,6,8,A,,70,PV.97,,A_2016_70_PV.97_,A_2016_70_PV.97_speeches.pdf
832608,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7704,SPV7704,2016-06-02,2016,6,2,S,,,PV.7704,,S_2016_PV.7704_,S_2016_PV.7704_speeches.pdf
831725,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7685,SPV7685,2016-05-03,2016,5,3,S,,,PV.7685,,S_2016_PV.7685_,S_2016_PV.7685_speeches.pdf
849036,"Ban, Ki-moon, 1944-",UN. Secretary-General,E/2016/SR.19,E2016SR19,2016-05-02,2016,5,2,E,,2016,SR.19,,E_2016_2016_SR.19_,E_2016_2016_SR.19_speeches.pdf
830947,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7673,SPV7673,2016-04-18,2016,4,18,S,,,PV.7673,,S_2016_PV.7673_,S_2016_PV.7673_speeches.pdf
829903,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7670,SPV7670,2016-04-14,2016,4,14,S,,,PV.7670,,S_2016_PV.7670_,S_2016_PV.7670_speeches.pdf
829463,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7653,SPV7653,2016-03-21,2016,3,21,S,,,PV.7653,,S_2016_PV.7653_,S_2016_PV.7653_speeches.pdf
833660,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.88,A70PV88,2016-03-18,2016,3,18,A,,70,PV.88,,A_2016_70_PV.88_,A_2016_70_PV.88_speeches.pdf
831236,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7652,SPV7652,2016-03-18,2016,3,18,S,,,PV.7652,,S_2016_PV.7652_,S_2016_PV.7652_speeches.pdf
829832,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7642,SPV7642,2016-03-10,2016,3,10,S,,,PV.7642,,S_2016_PV.7642_,S_2016_PV.7642_speeches.pdf
834153,"Ban, Ki-moon, 1944-",UN. Secretary-General,A/70/PV.87,A70PV87,2016-02-18,2016,2,18,A,,70,PV.87,,A_2016_70_PV.87_,A_2016_70_PV.87_speeches.pdf
828811,"Ban, Ki-moon, 1944-",UN. Secretary-General,S/PV.7621,SPV7621,2016-02-15,2016,2,15,S,,,PV.7621,,S_2016_PV.7621_,S_2016_PV.7621_speeches.pdf
